loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,revol_util,loan_status,grade,term,home_ownership
15069,19.81,81892,20.9,3,45.61,Fully Paid,D, 36 months,OWN
33580,22.26,40539,29.22,2,26.97,Charged Off,A, 36 months,RENT
32843,15.64,76630,23.4,3,60.55,Fully Paid,B, 36 months,MORTGAGE
3849,20.79,110639,6.92,3,72.35,Fully Paid,D, 60 months,OWN
24289,10.94,113410,27.13,0,57.89,Fully Paid,G, 36 months,OWN
10823,15.83,29215,5.77,0,49.08,Fully Paid,F, 36 months,RENT
10540,11.9,59385,32.33,2,44.86,Charged Off,E, 60 months,MORTGAGE
17364,13.28,107580,39.59,4,85.75,Charged Off,B, 36 months,RENT
5611,19.65,97462,15.41,0,29.74,Charged Off,F, 36 months,RENT
28663,22.63,133396,18.07,0,76.08,Fully Paid,B, 36 months,RENT
31977,7.43,117037,2.33,1,78.17,Fully Paid,C, 60 months,MORTGAGE
30168,17.69,115310,1.04,0,47.73,Fully Paid,E, 36 months,OWN
26471,16.64,45008,36.9,4,36.76,Fully Paid,C, 36 months,RENT
23687,7.37,68928,5.58,1,52.35,Fully Paid,B, 60 months,RENT
1851,9.24,103096,18.11,3,18.39,Charged Off,C, 36 months,MORTGAGE
19071,11.22,109876,32.71,3,14.13,Charged Off,E, 60 months,RENT
7833,8.34,44976,35.63,1,20.04,Fully Paid,D, 60 months,OWN
12938,9.87,133942,21.02,1,26.84,Fully Paid,A, 60 months,RENT
27144,10.35,144984,22.82,1,55.38,Fully Paid,F, 36 months,OWN
5000,11.71,47626,26.95,2,86.42,Fully Paid,D, 36 months,RENT
6052,19.99,118256,38.47,4,31.21,Fully Paid,B, 36 months,RENT
29074,16.44,120537,24.31,4,94.16,Charged Off,D, 36 months,RENT
33320,24.72,79789,22.6,3,95.94,Fully Paid,C, 36 months,OWN
4913,13.29,24700,1.07,3,96.3,Fully Paid,E, 60 months,RENT
18450,20.08,129331,3.7,3,85.38,Fully Paid,D, 60 months,RENT
25107,22.43,83645,23.3,0,42.74,Fully Paid,D, 60 months,RENT
21764,18.58,140594,37.48,3,16.54,Charged Off,E, 60 months,OWN
21491,13.24,93396,34.73,1,61.19,Fully Paid,C, 36 months,RENT
4373,20.07,27526,39.31,3,60.28,Charged Off,A, 60 months,MORTGAGE
13161,9.07,123863,21.35,1,86.5,Fully Paid,D, 60 months,OWN
32996,11.55,59500,31.62,2,99.64,Fully Paid,F, 36 months,MORTGAGE
28122,15.93,88049,33.7,0,55.73,Fully Paid,B, 60 months,RENT
28350,16.51,93366,26.1,0,41.07,Fully Paid,G, 36 months,OWN
28472,5.44,100317,13.88,4,26.73,Charged Off,C, 36 months,OWN
29761,23.9,79117,19.06,2,10.43,Charged Off,C, 36 months,RENT
26351,18.93,76096,34.39,1,55.82,Charged Off,D, 60 months,MORTGAGE
24132,14.91,27910,12.29,2,60.0,Fully Paid,F, 60 months,OWN
16305,23.66,101383,36.99,0,84.24,Charged Off,G, 60 months,OWN
10817,13.78,91185,9.58,1,55.41,Charged Off,E, 60 months,OWN
12261,24.61,70248,30.11,2,92.48,Fully Paid,G, 60 months,OWN
1417,15.25,94656,25.41,0,66.53,Charged Off,D, 60 months,OWN
21358,7.29,21951,30.11,1,85.63,Fully Paid,D, 36 months,RENT
4267,20.3,85212,17.78,1,23.35,Fully Paid,E, 36 months,OWN
18209,18.58,95701,37.34,0,86.98,Fully Paid,B, 60 months,MORTGAGE
25052,20.46,99888,25.48,1,70.76,Charged Off,E, 60 months,OWN
27092,24.03,95282,11.89,0,25.32,Fully Paid,D, 36 months,RENT
12338,20.53,129274,25.72,3,27.08,Fully Paid,A, 36 months,RENT
1412,17.23,114533,11.83,3,93.39,Fully Paid,E, 36 months,MORTGAGE
8543,22.15,61954,12.1,1,12.9,Fully Paid,B, 60 months,OWN
34496,18.46,109719,16.28,1,51.63,Fully Paid,E, 60 months,MORTGAGE
24548,13.16,28804,34.17,0,38.21,Fully Paid,E, 60 months,MORTGAGE
28384,22.71,112705,20.26,1,69.86,Fully Paid,C, 36 months,MORTGAGE
19888,9.44,20595,27.32,4,85.57,Charged Off,C, 60 months,MORTGAGE
18506,19.29,49592,15.98,3,42.43,Charged Off,D, 60 months,OWN
21463,22.63,60643,10.91,1,48.42,Charged Off,D, 60 months,RENT
18955,19.63,143721,38.21,1,98.37,Fully Paid,G, 60 months,RENT
6104,18.95,82665,24.34,2,80.55,Fully Paid,E, 60 months,OWN
24190,20.05,40823,37.39,1,90.75,Fully Paid,A, 60 months,MORTGAGE
8357,14.3,25972,8.53,4,49.49,Fully Paid,F, 36 months,OWN
33479,22.48,35882,6.3,3,31.07,Charged Off,D, 60 months,MORTGAGE
21150,9.07,86394,34.31,2,47.07,Fully Paid,E, 36 months,MORTGAGE
6644,7.55,91055,27.4,0,74.45,Charged Off,E, 36 months,OWN
3914,10.71,43769,7.87,0,19.85,Fully Paid,F, 36 months,OWN
22352,15.63,45020,11.14,3,34.34,Charged Off,E, 60 months,MORTGAGE
15397,15.21,62748,32.13,0,14.2,Fully Paid,F, 60 months,MORTGAGE
1728,21.41,122621,18.43,4,48.91,Fully Paid,F, 60 months,MORTGAGE
1698,13.09,105374,26.99,1,84.47,Fully Paid,G, 60 months,MORTGAGE
14923,14.69,64912,13.07,3,12.22,Fully Paid,E, 36 months,OWN
17779,5.27,32879,15.56,2,70.78,Fully Paid,G, 60 months,RENT
8400,13.19,53798,39.63,1,93.92,Fully Paid,E, 36 months,RENT
25466,17.96,127791,10.28,0,31.32,Fully Paid,C, 60 months,MORTGAGE
5360,5.31,109826,20.51,0,72.43,Charged Off,F, 60 months,RENT
18101,10.62,66073,33.85,2,97.76,Fully Paid,B, 36 months,RENT
33307,9.16,95791,9.95,4,96.61,Fully Paid,F, 36 months,RENT
6486,5.84,86983,16.9,2,31.14,Fully Paid,B, 36 months,RENT
9335,14.59,63005,24.8,3,19.03,Fully Paid,E, 60 months,RENT
22364,8.63,114731,19.51,2,23.35,Fully Paid,D, 36 months,RENT
24576,19.86,22850,18.65,0,73.18,Fully Paid,A, 36 months,MORTGAGE
32667,21.96,48400,14.82,4,75.32,Fully Paid,G, 36 months,MORTGAGE
12130,15.91,144948,23.67,4,70.68,Fully Paid,E, 60 months,MORTGAGE
22972,24.63,31953,25.16,2,40.25,Fully Paid,A, 36 months,OWN
2167,14.01,126410,26.3,3,25.28,Fully Paid,C, 36 months,RENT
28192,15.27,145155,3.28,0,62.27,Fully Paid,B, 60 months,RENT
2062,24.78,43535,25.43,1,53.53,Fully Paid,G, 36 months,OWN
19540,9.63,95536,38.15,4,75.6,Fully Paid,C, 36 months,RENT
25244,23.85,95039,21.87,2,49.72,Fully Paid,D, 36 months,MORTGAGE
22545,5.86,141640,28.75,3,40.48,Fully Paid,D, 60 months,MORTGAGE
22689,13.93,101029,22.49,3,36.41,Fully Paid,F, 36 months,OWN
12174,6.4,24055,34.26,0,29.03,Fully Paid,G, 36 months,MORTGAGE
23925,19.58,58170,37.22,4,33.92,Charged Off,G, 36 months,OWN
10348,17.17,145331,7.78,0,18.53,Fully Paid,G, 36 months,MORTGAGE
24714,19.13,117944,17.76,1,41.22,Fully Paid,E, 36 months,RENT
9924,12.49,127585,16.0,1,13.29,Fully Paid,F, 36 months,MORTGAGE
25394,12.39,119976,16.51,1,26.78,Fully Paid,D, 36 months,OWN
7801,5.91,48251,5.46,3,77.21,Fully Paid,D, 60 months,RENT
7731,12.0,24532,32.64,4,39.29,Charged Off,F, 60 months,OWN
24625,23.59,24924,1.91,0,70.14,Charged Off,C, 60 months,RENT
18337,12.58,68037,21.36,0,74.52,Fully Paid,A, 36 months,RENT
8056,21.63,98082,26.64,1,62.31,Fully Paid,B, 60 months,MORTGAGE
12516,21.85,112115,8.7,4,96.28,Charged Off,D, 36 months,MORTGAGE
2542,12.46,91621,36.28,4,11.93,Charged Off,F, 36 months,RENT
22677,17.64,97926,33.62,2,76.48,Fully Paid,D, 36 months,MORTGAGE
28569,6.91,98816,19.11,4,96.29,Fully Paid,C, 60 months,MORTGAGE
24322,7.07,109654,16.74,4,87.6,Fully Paid,G, 60 months,OWN
20065,5.97,90400,9.84,0,25.11,Fully Paid,G, 36 months,MORTGAGE
18924,16.62,127620,29.33,4,39.41,Fully Paid,B, 36 months,RENT
23556,13.52,119525,5.7,4,25.52,Charged Off,G, 60 months,MORTGAGE
27962,15.96,121164,27.37,0,64.12,Fully Paid,G, 60 months,RENT
29295,15.42,112385,33.78,4,74.1,Charged Off,C, 60 months,RENT
14807,12.0,113102,9.52,0,38.54,Fully Paid,A, 60 months,OWN
27432,18.55,30702,34.72,2,58.56,Fully Paid,C, 60 months,RENT
18749,20.17,126732,1.82,3,72.18,Fully Paid,B, 60 months,RENT
27256,5.29,35385,36.56,0,47.92,Fully Paid,G, 60 months,OWN
2324,9.14,29336,5.18,0,86.86,Fully Paid,B, 36 months,RENT
26731,19.26,85421,26.01,4,79.44,Fully Paid,D, 36 months,OWN
24803,12.73,51225,10.38,0,15.82,Charged Off,A, 60 months,RENT
20870,18.25,56021,33.54,1,65.9,Charged Off,E, 60 months,MORTGAGE
7588,11.94,23782,20.74,1,31.18,Fully Paid,D, 36 months,OWN
27790,12.82,108877,5.84,2,60.18,Fully Paid,G, 60 months,OWN
26289,8.17,135454,23.05,0,96.12,Fully Paid,F, 36 months,RENT
29178,10.16,137369,16.61,4,89.12,Charged Off,C, 36 months,OWN
29710,17.11,109630,26.63,4,46.41,Fully Paid,C, 60 months,RENT
16485,13.66,69111,35.34,3,36.24,Fully Paid,B, 36 months,OWN
21652,20.49,109402,16.67,2,31.1,Fully Paid,F, 60 months,OWN
5748,22.05,139774,11.95,4,57.93,Fully Paid,B, 60 months,MORTGAGE
22233,15.83,142652,1.07,3,20.28,Fully Paid,F, 36 months,RENT
10435,20.17,104585,23.21,4,59.43,Charged Off,B, 36 months,MORTGAGE
4709,11.14,62719,16.39,3,10.12,Charged Off,E, 36 months,OWN
31355,13.3,116528,15.3,1,39.15,Fully Paid,E, 60 months,RENT
14116,19.26,69037,7.73,1,29.79,Fully Paid,D, 60 months,MORTGAGE
26470,12.72,100103,17.49,4,97.41,Fully Paid,E, 60 months,OWN
15683,16.77,129987,39.39,2,75.45,Charged Off,F, 60 months,MORTGAGE
1504,8.71,145695,12.26,0,41.47,Fully Paid,B, 60 months,OWN
34982,17.0,23513,24.19,2,18.36,Fully Paid,F, 60 months,OWN
29016,22.23,135183,31.17,2,56.51,Fully Paid,D, 60 months,RENT
24960,22.37,33335,30.09,0,29.21,Fully Paid,D, 36 months,RENT
34591,19.49,64140,13.49,1,58.28,Fully Paid,G, 60 months,RENT
18312,19.92,124126,24.63,1,85.18,Fully Paid,A, 36 months,OWN
3105,16.16,100373,34.91,0,65.42,Fully Paid,E, 36 months,MORTGAGE
23700,16.69,97658,1.11,3,67.04,Fully Paid,C, 60 months,RENT
21559,7.67,54840,17.71,2,58.69,Fully Paid,C, 36 months,RENT
28509,13.88,51007,9.36,4,93.45,Fully Paid,A, 36 months,RENT
28860,14.02,76947,15.85,1,93.87,Fully Paid,B, 36 months,RENT
12003,24.17,126833,16.93,4,56.15,Fully Paid,A, 60 months,OWN
22732,13.62,138637,29.99,0,37.52,Fully Paid,B, 36 months,MORTGAGE
26826,15.99,140721,4.21,4,51.36,Charged Off,E, 60 months,OWN
31354,15.67,113220,20.75,4,26.79,Fully Paid,E, 60 months,OWN
14843,17.74,46393,22.79,2,67.27,Fully Paid,D, 60 months,OWN
7190,19.96,77480,20.02,0,55.01,Fully Paid,D, 36 months,RENT
18640,9.5,137243,29.41,4,19.3,Fully Paid,D, 36 months,MORTGAGE
4330,15.57,108290,15.66,1,27.79,Fully Paid,D, 60 months,OWN
20087,21.52,106335,37.83,0,53.17,Fully Paid,C, 60 months,OWN
25504,14.26,124263,19.53,1,89.88,Fully Paid,G, 60 months,OWN
8114,10.57,29107,23.06,3,60.98,Fully Paid,D, 36 months,RENT
14323,18.09,148181,33.11,4,71.34,Charged Off,D, 36 months,RENT
11975,21.48,25993,11.37,0,40.51,Charged Off,D, 36 months,OWN
12023,6.26,116341,3.47,1,61.43,Charged Off,B, 36 months,RENT
22447,20.54,113650,28.46,4,50.26,Charged Off,F, 36 months,MORTGAGE
25933,21.43,123325,19.58,2,69.32,Charged Off,D, 36 months,RENT
24959,14.23,144980,35.91,1,14.55,Fully Paid,A, 36 months,OWN
1667,24.67,137595,39.32,1,54.4,Fully Paid,D, 60 months,MORTGAGE
30703,20.73,72066,16.26,3,36.64,Fully Paid,D, 36 months,RENT
10337,20.47,131850,16.91,2,39.36,Fully Paid,C, 60 months,OWN
20129,19.96,62942,16.61,3,96.48,Charged Off,F, 36 months,MORTGAGE
32921,8.01,36138,13.32,2,26.44,Fully Paid,D, 60 months,MORTGAGE
34307,9.34,138558,31.38,1,38.01,Fully Paid,F, 36 months,MORTGAGE
28355,14.28,147408,30.48,3,55.89,Fully Paid,B, 36 months,RENT
5835,10.28,64527,19.41,4,87.67,Charged Off,E, 36 months,MORTGAGE
21159,13.3,29190,2.26,2,47.5,Fully Paid,F, 60 months,RENT
14216,22.77,112259,12.73,1,76.95,Charged Off,F, 36 months,OWN
32471,21.49,139773,12.05,0,87.07,Fully Paid,D, 36 months,RENT
18308,17.6,98422,32.54,2,37.9,Fully Paid,G, 60 months,RENT
28532,22.16,75698,3.96,2,45.35,Fully Paid,D, 36 months,OWN
6713,20.68,102315,32.32,4,42.09,Fully Paid,D, 36 months,RENT
5804,13.58,113710,26.93,2,84.96,Fully Paid,C, 60 months,RENT
11136,9.02,49086,29.43,2,13.99,Fully Paid,G, 36 months,OWN
1009,15.28,37322,17.57,4,37.76,Charged Off,E, 60 months,MORTGAGE
20255,19.72,128132,27.35,4,71.15,Fully Paid,C, 60 months,OWN
24793,13.73,145604,24.56,3,60.89,Fully Paid,C, 60 months,MORTGAGE
30548,18.34,120814,30.87,1,49.27,Fully Paid,C, 36 months,RENT
2015,6.89,139324,18.15,1,58.6,Fully Paid,G, 36 months,OWN
28712,19.96,103569,19.18,3,27.78,Fully Paid,B, 60 months,MORTGAGE
9415,21.25,105610,25.92,1,48.76,Fully Paid,E, 60 months,RENT
24833,19.14,148921,4.77,2,55.15,Fully Paid,B, 36 months,RENT
5158,24.35,23435,17.73,3,91.11,Fully Paid,B, 36 months,RENT
21309,21.53,121505,38.89,3,33.48,Charged Off,E, 36 months,MORTGAGE
7970,23.06,73331,1.98,1,88.1,Fully Paid,B, 60 months,MORTGAGE
7938,23.67,48942,12.98,0,67.98,Charged Off,G, 36 months,MORTGAGE
22168,21.03,79635,12.91,1,11.83,Fully Paid,E, 60 months,RENT
21384,18.49,49059,25.52,0,75.22,Charged Off,F, 60 months,MORTGAGE
19017,5.11,77557,4.68,3,13.2,Fully Paid,F, 36 months,OWN
11344,14.32,133457,25.33,0,99.76,Fully Paid,D, 36 months,MORTGAGE
9702,16.42,72389,4.25,2,88.54,Fully Paid,C, 60 months,MORTGAGE
1384,11.08,73014,4.25,4,36.76,Charged Off,F, 60 months,RENT
1404,11.36,52826,29.26,0,33.17,Fully Paid,F, 36 months,OWN
30189,24.22,50297,13.3,4,44.33,Fully Paid,B, 60 months,OWN
13763,22.83,63890,39.11,2,42.06,Charged Off,E, 36 months,OWN
19384,21.98,41322,1.98,4,43.51,Fully Paid,A, 36 months,MORTGAGE
33606,13.12,55739,18.08,2,38.64,Fully Paid,B, 60 months,RENT
10860,5.27,29719,4.97,4,65.9,Fully Paid,B, 60 months,MORTGAGE
16106,6.6,99553,14.38,4,24.78,Fully Paid,G, 36 months,RENT
24574,11.24,28314,39.93,1,86.14,Fully Paid,E, 60 months,OWN
24524,5.31,113831,35.61,0,83.12,Fully Paid,A, 60 months,MORTGAGE
4636,5.34,95164,2.41,4,52.88,Fully Paid,A, 36 months,RENT
11916,23.33,127658,22.75,3,86.75,Fully Paid,D, 60 months,MORTGAGE
5809,19.12,97028,26.09,1,32.24,Charged Off,B, 36 months,RENT
33201,11.18,56113,8.78,0,11.58,Fully Paid,G, 60 months,OWN
14456,7.65,137174,6.23,1,65.73,Fully Paid,C, 36 months,MORTGAGE
18100,15.23,35357,36.22,0,51.21,Fully Paid,F, 60 months,OWN
22949,5.11,118865,38.77,2,61.04,Fully Paid,B, 60 months,MORTGAGE
5544,23.77,40365,39.68,4,90.94,Fully Paid,C, 60 months,MORTGAGE
27657,13.3,59029,31.7,3,97.29,Fully Paid,C, 60 months,RENT
8239,13.05,21737,26.71,1,67.1,Fully Paid,E, 60 months,RENT
15489,12.81,94632,14.16,1,78.77,Charged Off,B, 60 months,RENT
29538,6.39,105474,7.27,1,17.54,Fully Paid,E, 60 months,OWN
33049,17.77,98218,3.62,1,24.46,Fully Paid,D, 60 months,OWN
9427,19.66,144606,27.89,4,75.99,Fully Paid,C, 36 months,MORTGAGE
25285,18.52,47499,31.5,0,48.82,Fully Paid,A, 60 months,RENT
23928,7.77,130027,33.14,4,50.14,Charged Off,C, 60 months,OWN
20198,16.58,130402,36.59,2,37.77,Fully Paid,D, 60 months,MORTGAGE
20758,16.39,148692,35.26,4,64.66,Fully Paid,C, 60 months,OWN
16254,22.37,127430,39.99,4,26.66,Fully Paid,E, 60 months,MORTGAGE
2252,12.58,66157,10.14,2,66.42,Fully Paid,B, 36 months,RENT
13173,12.43,76247,30.65,4,25.64,Fully Paid,A, 36 months,MORTGAGE
27698,17.37,148411,23.67,0,15.74,Fully Paid,E, 60 months,MORTGAGE
16781,17.66,61034,10.82,3,39.73,Fully Paid,F, 60 months,RENT
14051,14.39,20294,39.29,2,30.8,Fully Paid,B, 60 months,RENT
7949,13.86,118072,35.97,1,90.01,Fully Paid,A, 60 months,MORTGAGE
9017,14.88,44596,5.58,0,14.95,Fully Paid,D, 36 months,OWN
7941,22.22,118185,1.53,3,25.9,Fully Paid,C, 60 months,RENT
26934,14.22,31434,27.69,0,59.38,Fully Paid,A, 36 months,MORTGAGE
24386,23.8,78382,24.36,0,53.3,Charged Off,G, 60 months,RENT
11209,15.08,58098,37.46,1,14.13,Fully Paid,F, 36 months,RENT
18715,23.98,24655,9.74,3,10.65,Charged Off,D, 36 months,OWN
29920,21.66,103029,3.83,0,98.93,Fully Paid,B, 36 months,RENT
32703,12.25,66228,10.74,1,69.3,Charged Off,G, 60 months,MORTGAGE
5637,22.27,23771,1.25,2,42.89,Fully Paid,A, 60 months,MORTGAGE
5854,7.2,94099,1.92,1,52.34,Fully Paid,D, 60 months,RENT
20856,23.5,140811,36.64,4,33.99,Charged Off,B, 60 months,RENT
22833,17.63,76799,14.4,1,41.04,Charged Off,G, 60 months,OWN
20963,6.09,82257,16.73,1,68.41,Fully Paid,G, 36 months,OWN
28169,17.89,37558,1.23,1,89.45,Fully Paid,E, 36 months,OWN
8941,24.48,119468,11.19,0,26.57,Fully Paid,C, 36 months,MORTGAGE
15388,6.4,78436,32.29,3,85.63,Charged Off,D, 60 months,OWN
6569,16.09,127779,24.81,1,20.94,Fully Paid,G, 36 months,MORTGAGE
5300,19.96,144891,30.27,1,29.35,Fully Paid,E, 60 months,OWN
13015,21.21,143725,18.16,4,13.35,Fully Paid,F, 36 months,MORTGAGE
7254,13.28,112103,12.73,4,22.67,Charged Off,F, 60 months,RENT
18144,9.08,143400,19.57,2,92.56,Fully Paid,B, 36 months,MORTGAGE
25214,5.85,52376,13.26,2,51.35,Fully Paid,G, 60 months,RENT
16183,16.59,139154,33.64,4,16.99,Charged Off,G, 36 months,MORTGAGE
7238,14.06,107458,12.26,3,96.38,Fully Paid,A, 36 months,MORTGAGE
7090,23.97,97924,26.56,2,89.11,Fully Paid,G, 36 months,RENT
12637,6.21,49332,5.91,3,77.92,Fully Paid,C, 60 months,MORTGAGE
23415,18.71,66737,27.63,4,94.01,Fully Paid,B, 36 months,MORTGAGE
25071,5.5,109031,36.58,2,29.81,Fully Paid,D, 36 months,OWN
19271,8.43,93970,24.54,1,85.27,Fully Paid,G, 36 months,RENT
34434,14.07,71952,22.61,4,72.1,Fully Paid,C, 60 months,RENT
5188,14.1,40991,38.46,2,88.28,Fully Paid,G, 36 months,OWN
11161,18.71,47472,25.28,3,81.72,Fully Paid,E, 60 months,OWN
29732,23.2,79946,10.75,3,41.18,Fully Paid,C, 36 months,RENT
12314,17.78,125566,12.05,2,79.7,Fully Paid,E, 36 months,RENT
24954,24.07,46849,28.36,3,33.62,Fully Paid,B, 60 months,RENT
22508,22.63,21541,29.55,2,39.57,Fully Paid,G, 60 months,OWN
22969,16.69,149237,12.49,2,19.71,Fully Paid,A, 36 months,OWN
24061,21.68,22765,14.14,3,94.16,Fully Paid,F, 60 months,MORTGAGE
14716,17.85,63074,39.65,0,36.19,Charged Off,C, 60 months,OWN
17907,6.57,122795,4.53,1,56.86,Fully Paid,A, 60 months,MORTGAGE
19777,19.81,49283,16.48,4,45.22,Fully Paid,A, 36 months,MORTGAGE
28693,6.9,121387,2.97,1,96.39,Fully Paid,F, 36 months,OWN
27329,16.88,140044,32.93,4,40.15,Fully Paid,C, 36 months,OWN
17282,19.05,120161,4.15,4,80.07,Fully Paid,G, 60 months,OWN
24624,6.33,20769,27.12,1,86.99,Fully Paid,C, 60 months,OWN
24321,9.62,37806,2.73,2,49.2,Fully Paid,A, 60 months,RENT
11488,23.31,110518,27.08,3,44.04,Fully Paid,D, 60 months,OWN
23574,17.33,22972,33.8,0,77.3,Fully Paid,D, 36 months,MORTGAGE
6240,9.93,38256,16.25,0,92.16,Fully Paid,C, 60 months,MORTGAGE
11478,18.81,123903,21.12,0,77.94,Fully Paid,A, 36 months,RENT
20262,16.94,145574,16.36,1,30.44,Fully Paid,A, 60 months,RENT
5432,15.03,38653,12.37,1,89.95,Charged Off,B, 36 months,OWN
30721,24.52,123579,32.23,2,44.88,Charged Off,A, 36 months,RENT
14568,18.67,106669,11.24,0,61.86,Charged Off,F, 60 months,OWN
15178,12.51,59339,29.06,2,84.83,Charged Off,D, 60 months,OWN
23195,21.0,45757,8.64,0,26.96,Fully Paid,B, 60 months,RENT
1302,22.69,123376,10.37,1,80.61,Charged Off,G, 36 months,RENT
18022,7.5,62399,13.79,3,63.65,Fully Paid,F, 60 months,MORTGAGE
1055,9.01,64013,23.77,3,90.4,Fully Paid,G, 36 months,RENT
9717,9.32,117605,18.45,3,25.48,Charged Off,D, 60 months,RENT
29699,18.82,34706,29.93,3,47.86,Fully Paid,F, 36 months,RENT
9150,17.06,58231,8.94,4,84.96,Charged Off,E, 60 months,MORTGAGE
3125,17.38,47909,0.92,0,11.73,Fully Paid,C, 36 months,OWN
17748,23.82,125754,31.17,3,20.1,Charged Off,E, 36 months,MORTGAGE
5621,20.52,145777,32.96,4,99.15,Fully Paid,C, 36 months,RENT
16034,7.56,96631,2.85,4,35.24,Fully Paid,D, 60 months,RENT
6126,11.95,77572,24.63,4,97.8,Fully Paid,D, 36 months,RENT
6122,13.71,105879,15.44,2,26.43,Charged Off,E, 60 months,OWN
19030,12.92,83767,31.86,2,42.5,Fully Paid,F, 36 months,MORTGAGE
18302,18.39,46469,35.04,4,77.76,Fully Paid,G, 60 months,MORTGAGE
20181,22.84,21313,34.11,3,69.2,Fully Paid,C, 60 months,OWN
2531,11.12,27847,31.2,0,62.3,Fully Paid,C, 36 months,MORTGAGE
24333,16.04,70222,11.13,1,57.69,Fully Paid,B, 36 months,OWN
9152,20.79,94702,32.57,2,85.91,Fully Paid,A, 60 months,OWN
11267,13.32,29930,21.57,3,31.15,Fully Paid,F, 36 months,MORTGAGE
26289,8.36,23285,2.58,3,49.82,Fully Paid,F, 60 months,MORTGAGE
2062,14.5,143637,18.55,1,23.99,Fully Paid,B, 60 months,OWN
30926,6.1,55863,37.72,1,63.63,Fully Paid,D, 60 months,MORTGAGE
7229,23.85,36704,35.57,3,32.55,Fully Paid,E, 60 months,OWN
5632,6.5,38705,4.54,1,40.05,Fully Paid,F, 60 months,MORTGAGE
4596,13.77,20555,29.89,3,52.41,Charged Off,C, 60 months,MORTGAGE
7168,15.6,41323,32.33,1,12.41,Fully Paid,B, 60 months,MORTGAGE
8561,24.71,90968,11.22,1,18.27,Fully Paid,E, 60 months,MORTGAGE
9258,8.32,86922,19.13,3,71.73,Fully Paid,G, 60 months,MORTGAGE
17616,7.29,73915,28.58,4,48.61,Fully Paid,E, 36 months,RENT
27734,5.17,129543,17.84,3,87.83,Fully Paid,F, 60 months,RENT
7371,8.11,30619,4.96,0,72.52,Fully Paid,A, 60 months,MORTGAGE
27069,9.15,92390,28.38,1,10.73,Charged Off,C, 60 months,MORTGAGE
15369,17.61,148918,36.51,2,65.5,Fully Paid,E, 36 months,MORTGAGE
13910,9.39,128500,26.27,1,18.44,Fully Paid,G, 36 months,OWN
8943,5.41,134337,31.07,0,80.28,Fully Paid,C, 36 months,RENT
13199,21.53,79274,14.66,2,99.24,Fully Paid,F, 36 months,OWN
16728,12.31,93173,7.74,2,57.81,Charged Off,B, 36 months,RENT
24275,12.07,41225,25.89,3,71.45,Fully Paid,G, 36 months,RENT
7738,11.05,131266,13.45,4,31.36,Charged Off,E, 60 months,MORTGAGE
16913,24.51,46739,34.47,3,49.38,Fully Paid,G, 36 months,MORTGAGE
20123,8.4,67708,5.34,2,87.05,Fully Paid,F, 36 months,OWN
11167,22.96,148041,17.62,2,25.07,Fully Paid,E, 36 months,OWN
11554,20.54,73019,16.17,4,33.9,Fully Paid,G, 36 months,MORTGAGE
18260,6.53,96154,37.55,1,50.09,Fully Paid,B, 36 months,MORTGAGE
4812,24.73,122097,6.55,4,74.1,Fully Paid,G, 60 months,RENT
29024,10.43,27373,0.89,3,43.83,Fully Paid,C, 60 months,RENT
28285,6.97,55281,9.9,1,93.5,Fully Paid,C, 36 months,MORTGAGE
27900,21.59,40187,32.9,3,18.5,Fully Paid,E, 60 months,RENT
2605,19.13,87863,8.77,4,43.37,Fully Paid,F, 36 months,OWN
6622,17.34,117927,10.01,1,73.81,Charged Off,B, 60 months,RENT
7767,8.12,127113,5.63,4,30.34,Fully Paid,D, 60 months,MORTGAGE
28139,14.57,104085,28.76,0,69.08,Fully Paid,C, 36 months,RENT
12613,20.61,137996,3.23,2,24.78,Fully Paid,G, 36 months,MORTGAGE
11589,11.07,59220,13.58,1,15.04,Fully Paid,D, 36 months,RENT
14918,11.23,142755,11.66,2,20.89,Fully Paid,G, 60 months,OWN
21119,5.06,27642,22.43,0,93.7,Fully Paid,E, 60 months,OWN
28446,8.48,99971,29.35,1,59.66,Fully Paid,D, 36 months,MORTGAGE
14046,22.51,75556,21.55,2,81.67,Fully Paid,F, 36 months,MORTGAGE
25818,13.83,53760,37.28,2,39.94,Fully Paid,G, 60 months,MORTGAGE
5324,24.68,58192,38.08,1,63.34,Fully Paid,F, 36 months,RENT
11787,12.91,144257,14.78,2,54.55,Charged Off,G, 60 months,RENT
10111,19.3,24381,31.22,2,95.12,Fully Paid,D, 60 months,RENT
17389,10.64,116583,29.68,1,77.28,Fully Paid,F, 36 months,OWN
15043,12.28,39558,35.77,2,75.75,Fully Paid,C, 60 months,MORTGAGE
29746,8.81,50782,18.19,2,14.17,Charged Off,E, 60 months,RENT
23350,11.94,24782,21.45,3,59.47,Fully Paid,D, 60 months,OWN
1117,15.94,111417,16.92,3,52.03,Fully Paid,G, 60 months,MORTGAGE
19935,24.84,74712,34.09,0,93.51,Charged Off,C, 36 months,OWN
14234,18.28,125764,9.57,3,33.16,Fully Paid,G, 60 months,MORTGAGE
1846,8.98,114945,9.97,3,34.29,Fully Paid,D, 36 months,RENT
11954,5.9,39462,15.22,0,47.02,Fully Paid,G, 60 months,OWN
14703,7.53,80030,9.6,2,31.9,Charged Off,C, 36 months,OWN
